,Store Name,State,City,Address,Estimated Population,Per Capita Income,Malls,buyers count,potential location,Norm_Potential,Norm_Stores,Priority Index
736,"Zudio - Altin Square, Coimbatore",Tamil Nadu,Coimbatore,"Altin Square, SF No 342/2, Mettupalayam Main Road, GN Mills Post, Vellikinaru village, Coimbatore - 641029",1050721,403847,1,525360.5,32.8,0.329979879,0.311111111,0.018868768
737,"Zudio - V Tower, Coimbatore",Tamil Nadu,Coimbatore,"V-Tower, No 789 to 792, Cross Cut Road, Coimbatore - 641012",1050721,403847,1,525360.5,32.8,0.329979879,0.311111111,0.018868768
738,"Zudio - Kallimadai, Coimbatore",Tamil Nadu,Coimbatore,"22, Trichy Rd, TNHB Housing Unit, Kallimadai, Singanallur, Coimbatore - 641005",1050721,403847,1,525360.5,32.8,0.329979879,0.311111111,0.018868768
739,"ZUDIO - DNC Mall, Dharmapuri",Tamil Nadu,Dharmapuri,"Ward 28, DNC Vijay Mahal # 15 A, Nethaji ByPass Road, Dharmapuri - 636701",68590,403847,1,34295,54.2,0.54527163,0.311111111,0.234160519
740,"ZUDIO - GS Complex, Erode",Tamil Nadu,Erode,"70 Perundurai Road, Erode - 638011",156953,403847,1,78476.5,72,0.724346076,0.311111111,0.413234965
741,"ZUDIO ÃÂ¢ÃÂÃÂ SELVAM ENCLAVE, GOBICHETTIPALAYAM",Tamil Nadu,Gobichettipalayam,"Selvam Enclave, Near Bharathi Vidyalaya School, Karattur, Erode Main Road, Gobichettipalayam - 638476",59449,403847,1,29724.5,69.6,0.700201207,0.311111111,0.389090096
742,"Zudio - TVS Complex, Gummidipoondi",Tamil Nadu,Gummdipoondi,"GNT Road, Kottai Karai, Peddikuppam , Gummdipoondi - 601201",59449,403847,1,29724.5,69.6,0.700201207,0.311111111,0.389090096
743,"ZUDIO - MR Shopping, Madurai",Tamil Nadu,Madurai,"Madurai/Commercial Building, (MR Shopping ), KK Nagar, Madurai - 625020",1017865,403847,1,508932.5,19.2,0.193158954,0.311111111,-0.117952157
744,"Zudio - Chinna Chokikulam, Madurai",Tamil Nadu,Madurai,"33/14, Chinna Chokkikulam, Madurai - 625002",1017865,403847,1,508932.5,19.2,0.193158954,0.311111111,-0.117952157
745,"Zudio - Rathna Square Mall, Salem",Tamil Nadu,Salem,"Plot No 3/84, Ground Floor, 1st Street, Alagapuram Periyaputhur, Bhuvaneswari Nagar, Fairlands , Salem - 636016",1017865,403847,1,508932.5,19.2,0.193158954,0.311111111,-0.117952157
746,"ZUDIO - JJ COMPLEX, THIRUVALLUR",Tamil Nadu,Thiruvallur,"Near Reliance Digital, Kakkalur Road , Thiruvallur - 602003",1017865,403847,1,508932.5,19.2,0.193158954,0.311111111,-0.117952157
747,"Zudio - SD Towers, Tiruchirappalli",Tamil Nadu,Tiruchirappalli,"SD Towers, SF N. ÃÂ¢ÃÂÃÂ 75, 2A2A2, Trichy Tanjore Main Road, Agaram Village, Tiruchirappalli - 620019",847387,403847,1,423693.5,32.4,0.325955734,0.311111111,0.014844623
748,"Zudio - Muthiah Towers, Trichy",Tamil Nadu,Tiruchirappalli,"No 1, Muthiah Towers, Royal Road, Cantonment, Tiruchirappalli - 620001",847387,403847,1,423693.5,32.4,0.325955734,0.311111111,0.014844623
749,"Zudio ÃÂ¢ÃÂÃÂ Kangeyam Road, Tiruppur",Tamil Nadu,Tiruppur,"Plot No 4, 5, 24, 25, Kangeyam Road, Amarjothi Garden, Bavani Nagar, Tiruppur - 641604",444543,403847,1,222271.5,26,0.261569416,0.311111111,-0.049541695
750,"ZUDIO - Dharapuram, Tiruppur",Tamil Nadu,Tiruppur,"T.S No 20/12 ChithravutthanPalayam, Bypass Road, Dharapuram, Tiruppur - 638656",444543,403847,1,222271.5,26,0.261569416,0.311111111,-0.049541695
751,"Zudio - Udhayam Arcade, Tiruppur",Tamil Nadu,Tiruppur,"Udhayam Arcade, Door No 635/2A1A10, And 2A 2B, Near Reliance Petrol Bunk, Dharathi Nagar Vidyalayam, Tiruppur - 641605",444543,403847,1,222271.5,26,0.261569416,0.311111111,-0.049541695
752,"ZUDIO - Vellore, Tamil Nadu",Tamil Nadu,Vellore,"M. Arcade, Dr. M. Mani Elango, Plot No. S14, S15 (PT), T.S. No. 34, 31/2, 1st East Main Road, Gandhi Nagar, Katpadi Road, Vellore - 632006",185895,403847,1,92947.5,37.2,0.374245473,0.311111111,0.063134362
753,"ZUDIO - Avadi, Chennai",Tamil Nadu,Chennai,"Shree PVR Mahal, Vivekananda Nagar, Next to Pantaloons, TNHB MIG V Block, Chennai - 600071",185895,403847,1,92947.5,37.2,0.374245473,0.311111111,0.063134362
754,"ZUDIO - Iyer Bungalow, Madurai",Tamil Nadu,Madurai,"Natham Road, Iyer Bunglow, Madurai - 625014",185895,403847,1,92947.5,37.2,0.374245473,0.311111111,0.063134362
755,"ZUDIO - MPM TIMES SQUARE MALL, HYDERABAD",Telangana,Hyderabad,"Rd Number 1, Dwarakapuri, Punjagutta, Hyderabad - 500034",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
756,"Zudio - Navya Trident, Hyderabad",Telangana,Hyderabad,"Survey No. 3, Near Kosagram Organic Store, Manikonda Khalsa Village, Previously Rajendranagar Mandal) Gandipet Mandal, Hyderabad - 500089",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
757,"ZUDIO - QUTHUBULLAPUR, HYDERABAD",Telangana,Hyderabad,"Opposite Srujana Hospitals, D. No. 6-106/4/NR, Vennelagadda, Quthubullapur, Hyderabad - 500055",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
758,"ZUDIO - ODEAN MALL, HYDERABAD",Telangana,Hyderabad,"Odean Mall, Opp. Unlimited store, Chikkadpalli Road, Jawahar Nagar, RTC Cross Road, New Nallakunta, Hyderabad - 500020",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
759,"Zudio - Ramchandrapuram, Hyderabad",Telangana,Hyderabad,"USB Square, Survey No 25, 24,25, 26, RC Puram, Sangareddy, Hyderabad - 502032",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
760,"ZUDIO - Nacharam, Hyderabad",Telangana,Hyderabad,"Hyderabad /Malkajgiri / Sy No. 91 & 156, Nacharam, Uppal (M) Medchal, Hyderabad - 500076",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
761,"ZUDIO - CCPL Ramachandra Mall, Hyderabad",Telangana,Hyderabad,"CCPL Ramachandra Mall, Near Anandbagh, Vimala Devi Nagar Colony, Malkajgiri,Hyderabad, Hyderabad - 500047",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
762,"ZUDIO ÃÂ¢ÃÂÃÂ SPRING FIELDS COLONY, HYDERABAD",Telangana,Hyderabad,"Suchitra, Opp. The Chennai Shopping Mall, Jeedimetla village, Hyderabad - 500015",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
763,"Zudio - Jains Balaji Big Town, Hyderabad",Telangana,Hyderabad,"Jains Balaji Big Town, Survey no 44/1, 44/ 2, Safilguda Village, Malkajgiri Mandal, Medchal, Hyderabad - 500047",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
764,"Zudio - Banjara Hills, Hyderabad",Telangana,Hyderabad,"1,1A,3,3/A & 4, Road No 14, BNR Colony, Banjara Hills, Hyderabad - 500034",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
765,"Zudio - Kareem Manzil, Hyderabad",Telangana,Hyderabad,"Kareem Manzil, 3-6-289, Hyderabad - 500029",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
766,"ZUDIO ÃÂ¢ÃÂÃÂ KOMPALLY, HYDERABAD",Telangana,Hyderabad,"Starbazar Rajeswari Warehousing Complex, Survey No. 96, Medchal Taluq, District, Malkajgiri, Hyderabad - 500014",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
767,"Zudio - Sreshta Magnus, Hyderabad",Telangana,Hyderabad,"Sreshta Magnus, L.B. Nagar, Hyderabad - 500079",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
768,"Zudio - Pujala Plaza, Hyderabad",Telangana,Hyderabad,"Pujala Plaza, Survey # 93/2&125,Warangal Road, Hyderabad - 500039",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
769,"Zudio - Nayva Vazeer Estates, Hyderabad",Telangana,Hyderabad,"Navya Vazeer Estates, L.B.Nagar, Engineers Colony, Mallikarjuna Nagar, Jahangir Nagar Colony, Chintalkunta, Hyderabad - 500074",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
770,"Zudio - Rampally, Secunderabad",Telangana,Hyderabad,"9-884, Chakripuram Road, Mamilla Narayana Colony, Nagaram, Hyderabad - 500083",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
771,"ZUDIO - Trinity Marredpally, Secunderabad",Telangana,Hyderabad,"Ground and First Floor, 10-2-262/263, Maredpally, Secunderabad, Hyderabad - 500026",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
772,"Zudio - Vasavi Signature, Hyderabad",Telangana,Hyderabad,"Shop No 10 & 11, S.Y. No 1009, (Ward block 15-31), KPHB 5th Phase, Kukatpally, Hyderabad - 500072",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
773,"ZUDIO - Prism Mall, Hyderabad",Telangana,Hyderabad,"Navayuga Vizva, Rajiv Gandhi Nagar, Gachibowli, Hyderabad - 500032",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
774,"Zudio - GSR Pride, Hyderabad",Telangana,Hyderabad,"Satya Sai Enclave Main Rd, Satya Sai Enclave, Dairy Farm Road, Old Bowenpally, Hyderabad - 500015",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
775,"ZUDIO - Sanath Nagar, Hyderabad",Telangana,Hyderabad,"Fairmount Fortune One, Czech Colony, Sanath Nagar, Hyderabad - 500018",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
776,"ZUDIO ÃÂ¢ÃÂÃÂ NAGARAM, SECUNDERABAD",Telangana,Hyderabad,"VRR AC Banquet Hall, Plot No-4/A1, Survey No- 135 & 138, Nagaram, Hyderabad - 500083",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
777,"ZUDIO - Kukatpally, Hyderabad",Telangana,Hyderabad,"Plot No.1058/1059,Dharma Reddy Colony, Opp. JNTU Phase 1,MIG :40, Hyderabad - 500085",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
778,"Zudio - Alliance Bay, Secunderabad",Telangana,Hyderabad,"GF,Alliance Bay, 9-1-109 TO 112,(OLD NO. 45A),SD Road, Hyderabad - 500003",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
779,"Zudio - PVR Nexus Mall, Hyderabad",Telangana,Hyderabad,"Plot No. S-16, Shop No. G-08 A, Survey No. 1009, Kukatpally,KPHB Phase-6, Hyderabad - 500072",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
780,"Zudio - Swathi Plaza, Hyderabad",Telangana,Hyderabad,"Swathi Plaza, Plot No. 1 & 25, Madeenaguda Village, Serringampally, Mandal, Hyderabad - 500049",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
781,"ZUDIO - Sarath City capital Mall, Kondapur",Telangana,Hyderabad,"Gachibowli - Miyapur Road, Level 6, White Field Rd, Whitefields, Kondapur, Hyderabad - 500084",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
782,"ZUDIO - Kothapet, Hyderababd",Telangana,Hyderabad,"11-13-186 / 1/4, Green Hills Colony, Hyderabad - 500035",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
783,"Zudio - A2A Central, Hyderabad",Telangana,Hyderabad,"A2A Central, Door No. 6-9-30, Opposite IDPL Colony Water Tank, Hyderabad - 500037",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
784,"ZUDIO - Irrum Manzil Mall, Hyderabad",Telangana,Hyderabad,"TS Nos.3/1, In Ward No.85, Block No. E, Khairatabad Village & Mandal, Hyderabad - 500004",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
785,"Zudio - L&T Ameerpet Metro Station, Hyderabad",Telangana,Hyderabad,"L&T, Ameerpeth Metro Junction Station, Hyderabad - 500038",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
786,"Zudio - Sandhya Hotels, Hyderabad",Telangana,Hyderabad,"Starbazar 18, Sandhya Hotels Private Limited, Survey nos. 122,123 & 124, Gachibowli Village, Serllingampally Mandal, Ranga, Hyderabad - 500032",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
787,"Zudio - KLK Estate, Hyderabad",Telangana,Hyderabad,"Pujala Plaza, Survey#93/2&125, Warangal Road, Hyderabad - 500001",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
788,"ZUDIO - Ramanthapur, Hyderabad",Telangana,Hyderabad,"Hotel Bhadra Grand, Beside NSL Arena, Hyderabad - 500013",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
789,"ZUDIO - Attapur, Hyderabad",Telangana,Hyderabad,"Pillar No 138, Attapur Main Road, Hyderabad - 500048",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
790,"Zudio - Ashoka Garden, Hyderabad",Telangana,Hyderabad,"Starbazar Sy No 129/1, Opp: Bapuji Nagar, Bowenpally, Secundarabad, Hyderabad - 500011",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
791,"ZUDIO - Madhapur, Hyderabad",Telangana,Hyderabad,"Incore 9 Building, Kavuri Hills, Hyderabad - 500033",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
792,"Zudio - Parak Heritage, Hyderabad",Telangana,Hyderabad,"Parak Heritage, 3-6-434, Himayat nagar main road, Hyderabad - 500029",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
793,"ZUDIO - Preston Prime Mall, Hyderabad",Telangana,Hyderabad,"Preston Prime Mall, Hitech City Main Road, Lumbini Avenue, Gachibowli, Hyderabad - 500081",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
794,"Zudio - Pragati Nagar, Hyderabad",Telangana,Hyderabad,"Gram Panchayat, Quthbullapur Mandal, Bachupally Village, Hyderabad - 500090",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
795,"Zudio - Archies Continental, Hyderabad",Telangana,Hyderabad,"Archies Continental, 5-2-4/11, Beside Metro Pillar no A-804, Kukatpally, Hyderabad - 500072",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
796,"ZUDIO ÃÂ¢ÃÂÃÂ P.G Road, Hyderabad",Telangana,Hyderabad,"Starbazar P.G, Road, Sindhi Colony, Opp Wesley junior college, Secunderabad, Hyderabad - 500010",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
797,"Zudio - Tapadiya Maruti Infinity, Hyderabad",Telangana,Hyderabad,"Tapadiya Maruti Infinity, Gangaram Engineers Enclave, Hyderabad - 500032",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
798,"Zudio - Sattva Necklace Mall, Hyderabad",Telangana,Hyderabad,"Municipal No. 8 To 32 & 395, Survey No.33 to 39 & 85 /1, Situated at ward 6, Block 6 on Plot No. 1, Kavadiguda, Secunderabad,, Hyderabad - 500080",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
799,"Zudio - Amrutha Valley Apartments, Hyderabad",Telangana,Hyderabad,"129/32 GF, AG Heights, Road No. 12, Banjara Hills, Hyderabad - 500034",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
800,"ZUDIO - LULU MALL, HYDERABAD",Telangana,Hyderabad,"Survey No. 1050, Bala Nagar Mandal, Rd Number 3, Kukatpally Housing Board Colony, Hyderabad - 500072",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
801,"ZUDIO - Defence Colony, Telangana",Telangana,Hyderabad,"Plot noÃÂ¢ÃÂÃÂs 401,402,403,405,406, Saipuri Colony, Nirmal Nagar, Sainikpuri, Secunderabad,, Hyderabad - 500094",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
802,"Zudio - Hayath Nagar, Hyderbad",Telangana,Hyderabad,"Survey No 288 & 289, 1st Floor, Hayath Nagar Road, Bhagyalatha Colony , Hyderabad - 500070",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
803,"Zudio - Medchal, Hyderabad",Telangana,Hyderabad,"Survey No 240 & 241, NH 44, Beside Pochampaly Handlooms, Medchal , Hyderabad - 501401",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
804,"Zudio - Adilabad, Hyderabad",Telangana,Hyderabad,"Ramnagar Colony, Adilabad Main Road, Adilabad, Hyderabad - 504001",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
805,"ZUDIO - PEDDA AMBERPET, HYDERABAD",Telangana,Hyderabad,"Near Bal Reddy Function Hall, Pedda Amberpet,, Hyderabad - 501513",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
806,"Zudio - Pedda Amberpet, Hyderabad",Telangana,Hyderabad,"Near Bal Reddy Function Hall, Hayathnagar Khalsa, Pedda Amberpet, Hyderabad - 501513",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
807,"Zudio - Saidabad, Hyderabad",Telangana,Hyderabad,"House No 16-1-484, Survery No 224/1 and 2, Hitech Commercial Building, Saidabad Main Road, Saidabad, Hyderabad - 500059",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
808,"Zudio ÃÂ¢ÃÂÃÂ Pratap Estates, Hyderabad",Telangana,Hyderabad,"1st Floor, HMT Road, Manikya Nagar, Chintal, Quthbullapur, Hyderabad - 500055",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
809,"ZUDIO - Kachiguda, Hyderabad",Telangana,Hyderabad,"Lingampally, Kachiguda, Hyderabad - 500027",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
810,"ZUDIO - G.S. Center Point Punjagutta, Hyderabad",Telangana,Hyderabad,"Hyderabad Central, Punjagutta, NO.6-3-673, 674/1, G.S.CENTER POINT PUNJAGUTTA CROSS, ROAD, Hyderabad - 500082",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
811,"ZUDIO - Alwal, Hyderabad",Telangana,Hyderabad,"Starbazar VBR Garden, 168, Lakshmi Enclave Road No. 2, Cityzen Colony, Bhavani Nagar, Alwal, Hyderabad - 500010",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
812,"Zudio - Nagole, Hyderabad",Telangana,Hyderabad,"KVL, Anand Nagar, road no 2, Near Reliance Trends, Nagole, Hyderabad - 500068",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
813,"ZUDIO ÃÂ¢ÃÂÃÂ KHARMANGHAT, HYDERABAD",Telangana,Hyderabad,"Starbazar H NO 10-4-92/1/1/N, SY NO 18/1, Kharmanghat, Lingojiguda, Hyderabad - 500074",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
814,"Zudio - Amulya Square, Hyderabad",Telangana,Hyderabad,"Starbazar Amulya Square, Plot no.6 Maple Homes, Kapra Saket Road, Hyderabad - 500062",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
815,"Zudio - Gaddiannaram, Hyderabad",Telangana,Hyderabad,"Plot No: 10 to 13 & 18 to 10, Dilsukhnagar, Gaddiannaram, Hyderabad - 500060",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
816,"ZUDIO - Malakpet, Hyderabad",Telangana,Hyderabad,"Anand Nagar Colony, Besides Cherma's, Hyderabad - 500036",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
817,"Zudio - Vantage Line, Hyderabad",Telangana,Hyderabad,"VANTAGE Line, Bandlaguda Jagir Road, Sai Baba Nagar, Peeramcheru, Hyderabad - 500086",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
818,"ZUDIO - Kakaguda, Hyderabad",Telangana,Hyderabad,"Krishna Sri Mansion, New Vasavi Nagar Colony, Kakaguda, Hyderabad - 500015",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
819,"ZUDIO - Prakash Nagar, Hyderabad",Telangana,Hyderabad,"Gumidelli Towers, Sardar Patel Road, Old Patigadda, Near Starbuck, Hyderabad - 500016",3943323,427730,1,1971661.5,94,0.945674044,0.562962963,0.382711081
820,"ZUDIO - VIVEKANANDA PURI, KARIMNAGAR",Telangana,Karimnagar,"Near Sridevi Gardens, Jagithyala Road, 10-3-501 / 2, Vivekananda Puri, Karimnagar - 505001",1005711,427730,1,502855.5,26.8,0.269617706,0.562962963,-0.293345257
821,"ZUDIO - SN Mall, Karimnagar",Telangana,Karimnagar,"SN Mall, Karimnagar, Karimnagar - 505001",1005711,427730,1,502855.5,26.8,0.269617706,0.562962963,-0.293345257
822,"ZUDIO - Chaitanya Complex, Khammam",Telangana,Khammam,"Mamtha Hospital Road, Khammam - 507002",2797370,427730,1,1398685,22.2,0.22334004,0.562962963,-0.339622923
823,"Zudio - Ramamurthy Nagar, Kodad",Telangana,Kodad,"Raam Lakshmi Cinema, SY.NO.1062, Nagubandi Ramamurthy Nagar, OLD NH-9, (Hyderabad Road), Suryapet District, Kodad - 508206",75093,427730,1,37546.5,56,0.563380282,0.562962963,0.000417319
824,"ZUDIO - VIDYANAGAR COLONY, KOTHAGUDEM",Telangana,Kothagudem,"3-2-134/2, Vidyanagar Colony, Chunchupalli Mandal, Babu Camp, Kothagudem - 507101",79819,427730,1,39909.5,91.6,0.921529175,0.562962963,0.358566212
825,"Zudio -Medical College Road, Mahbubnagar",Telangana,Mahbubnagar,"Survey No 14A Part & 15A Part, Medical College Road, Near Pista House, Beside SVS Medical College, Yenugonda, Mahbubnagar - 509002",4053028,427730,1,2026514,17,0.171026157,0.562962963,-0.391936806
826,"ZUDIO - Naspur, Mancherial",Telangana,Mancherial,"Nizamabad Road, Naspur, Near Reliance Digital, Mancherial - 504302",228450,427730,1,114225,70.2,0.706237425,0.562962963,0.143274462
827,"Zudio - Gollapet, Nirmal",Telangana,Nirmal,"Near HDFC Bank, 1-3 - 155/15, Main Road, Shanti Nagar, X Road , Nirmal - 504106",228450,427730,1,114225,70.2,0.706237425,0.562962963,0.143274462
828,"Zudio - Edga Road, Suryapet",Telangana,Suryapet,"Door No 1-2-115, Barlapenta Bazaar, Ambedkar Road, Vidyanagar, Suryapet - 508213",105250,427730,1,52625,50.2,0.505030181,0.562962963,-0.057932782
829,"Zudio - Kishanpura, Warangal",Telangana,Warangal,"H No. 5-10-161/1 & 5-10-162, Kishanpura, Hanamkonda, Warangal - 506001",3512576,427730,1,1756288,45.8,0.460764588,0.562962963,-0.102198375
830,"ZUDIO ÃÂ¢ÃÂÃÂ ASSUNTA BHAVAN, WARANGAL",Telangana,Warangal,"The Institute of the Franciscan Sisters of Mary Hanamkonda, Main Road, Postal Colony, Subedari, Hanamkonda, Warangal - 506001",3512576,427730,1,1756288,45.8,0.460764588,0.562962963,-0.102198375
831,"ZUDIO - Mulugu X roads, Warangal",Telangana,Warangal,"X, Vidya Nagar, Warangal - 506007",3512576,427730,1,1756288,45.8,0.460764588,0.562962963,-0.102198375
832,"Zudio - Fatehabad, Agra",Uttar Pradesh,Agra,"1374 -1375, Basai Mustkil, Fatehabad Road, Tajganj, Agra - 282001",4418797,90000,1,2209398.5,78.4,0.788732394,0.585185185,0.203547209
833,"ZUDIO - ANUPAM CENTERIO, AGRA",Uttar Pradesh,Agra,"ZUDIO - Anupam Centerio, Agra Khasa No. 631, 632, 635, to 639, Village Kakraitha, Near Synergy Plus Hospital, NH-19, Gurudwara- Guru ka Taal, Mathura Highway , Agra - 282007",0,90000,1,0,0.2,0.002012072,0.585185185,-0.583173113
834,"Zudio - Parinay Kunj, Agra",Uttar Pradesh,Agra,"1/174 & 1/174-1, Bagh Farzana, Civil Lines, Agra - 282002",4418797,90000,1,2209398.5,78.4,0.788732394,0.585185185,0.203547209
835,"ZUDIO - Corporate Park, Agra",Uttar Pradesh,Agra,"GF, Corporate Park, Block 109, Behind Ashok Cosmos Mall, Sanjay Place, Sanjay Place Commercial Complex, Agra - 282002",4418797,90000,1,2209398.5,78.4,0.788732394,0.585185185,0.203547209
836,"Zudio - Silver Palace, Agra",Uttar Pradesh,Agra,"Plot No C1/11, Sector 13, Situated at Awas Vikas Colony Sikandra Yojna, Agra - 282007",4418797,90000,1,2209398.5,78.4,0.788732394,0.585185185,0.203547209
837,"Zudio - GT Road, Aligarh",Uttar Pradesh,Aligarh,"5/36 Masoodabad Chowk, GT Road, Aligarh - 202001",3673889,90000,1,1836944.5,33.6,0.338028169,0.585185185,-0.247157016
838,"Zudio - Ramghat Road, Aligarh",Uttar Pradesh,Aligarh,"PF Complex, 2/470, Soor Marg, Vishnupuri, Aligarh - 202001",3673889,90000,1,1836944.5,33.6,0.338028169,0.585185185,-0.247157016
839,"Zudio - KP City Centre, Ayodhya",Uttar Pradesh,Ayodhya,"423(KHA),445, Awadh University, Allahabad Faizabad Road, Janaura Sadar, Ayodhya - 224001",2470996,90000,1,1235498,97.8,0.983903421,0.585185185,0.398718235
840,Zudio - Bareli (Ws Con),Uttar Pradesh,Bareilly,"Tanishq Building, 35/1/3, Near Indian oil office, Civil Lines, Bareilly - 243001",4448359,90000,1,2224179.5,15.6,0.15694165,0.585185185,-0.428243535
841,"ZUDIO - BAREILLY CENTRAL, BAREILLY",Uttar Pradesh,Bareilly,"Ground and First Floor, Model Town Road, Deen Dayal Puram , Bareilly - 243005",4448359,90000,1,2224179.5,15.6,0.15694165,0.585185185,-0.428243535
842,"ZUDIO - Phoenix United Mall, Bareilly",Uttar Pradesh,Bareilly,"Pilibhit Bypass Road, Bareilly - 243006",4448359,90000,1,2224179.5,15.6,0.15694165,0.585185185,-0.428243535
843,"ZUDIO - Budaun City Mall, Budaun",Uttar Pradesh,Budaun,"Labela Road, Opposite SBI Main Branch, Jogipura, Budaun - 243601",3681896,90000,1,1840948,37.8,0.38028169,0.585185185,-0.204903495
844,"Zudio - MMR Grand Mall, Bulandshahr",Uttar Pradesh,Bulandshahr,"Shop No 1, Syana Road, Yamunapuram, Bulandshahr - 203001",3499171,90000,1,1749585.5,2.8,0.028169014,0.585185185,-0.557016171
845,"ZUDIO - AAA Mall, Etawah",Uttar Pradesh,Etawah,"610, Raghunath Nagarn Katra Fateh Mehmood Kha, Etawah - 206001",1581810,90000,1,790905,86.2,0.867203219,0.585185185,0.282018034
846,"ZUDIO - EDM MALL, GHAZIABAD",Uttar Pradesh,Ghaziabad,"East Delhi Mall, 1, Kaushambi Rd, Anand Vihar, Kaushambi, Ghaziabad - 201001",4681645,90000,1,2340822.5,87.2,0.877263581,0.585185185,0.292078396
847,Zudio - Ghaziabad RDC,Uttar Pradesh,Ghaziabad,"A-22, RDC Raj Nagar, Ghaziabad - 201002",4681645,90000,1,2340822.5,87.2,0.877263581,0.585185185,0.292078396
848,"ZUDIO - Pacific Mall, Ghaziabad",Uttar Pradesh,Ghaziabad,"UB-5,Lower ground floor, Sahibabad Industrial Estate Area Site 4, Ghaziabad - 201010",4681645,90000,1,2340822.5,87.2,0.877263581,0.585185185,0.292078396
